Content_ID,Category,Content_Type,Reaction_Type,Sentiment,Reaction_Score,Date
1e1a8878-0435-4171-97e6-fddb4abc3452,healthy eating,GIF,want,positive,70,2021-03-16
1e1a8878-0435-4171-97e6-fddb4abc3452,healthy eating,GIF,adore,positive,72,2021-04-01
1e1a8878-0435-4171-97e6-fddb4abc3452,healthy eating,GIF,love,positive,65,2020-08-24
1e1a8878-0435-4171-97e6-fddb4abc3452,healthy eating,GIF,dislike,negative,10,2020-11-02
1e1a8878-0435-4171-97e6-fddb4abc3452,healthy eating,GIF,want,positive,70,2020-09-25
1e1a8878-0435-4171-97e6-fddb4abc3452,healthy eating,GIF,like,positive,50,2021-04-14
1e1a8878-0435-4171-97e6-fddb4abc3452,healthy eating,GIF,super love,positive,75,2021-02-25
1e1a8878-0435-4171-97e6-fddb4abc3452,healthy eating,GIF,want,positive,70,2021-04-29
1e1a8878-0435-4171-97e6-fddb4abc3452,healthy eating,GIF,hate,negative,5,2021-02-27
1e1a8878-0435-4171-97e6-fddb4abc3452,healthy eating,GIF,hate,negative,5,2021-02-18
1e1a8878-0435-4171-97e6-fddb4abc3452,healthy eating,GIF,interested,positive,30,2021-05-07
1e773c55-ec7e-47f2-916d-98d0b778a048,food,photo,adore,positive,72,2021-02-02
1e773c55-ec7e-47f2-916d-98d0b778a048,food,photo,intrigued,positive,45,2020-08-03
1e773c55-ec7e-47f2-916d-98d0b778a048,food,photo,disgust,negative,0,2021-05-17
1e773c55-ec7e-47f2-916d-98d0b778a048,food,photo,dislike,negative,10,2021-05-29
1e773c55-ec7e-47f2-916d-98d0b778a048,food,photo,intrigued,positive,45,2021-02-25
1e773c55-ec7e-47f2-916d-98d0b778a048,food,photo,heart,positive,60,2020-06-21
1e773c55-ec7e-47f2-916d-98d0b778a048,food,photo,love,positive,65,2021-03-01
1e773c55-ec7e-47f2-916d-98d0b778a048,food,photo,interested,positive,30,2020-12-07
1e773c55-ec7e-47f2-916d-98d0b778a048,food,photo,love,positive,65,2020-09-12
1e773c55-ec7e-47f2-916d-98d0b778a048,food,photo,disgust,negative,0,2020-11-14
1e773c55-ec7e-47f2-916d-98d0b778a048,food,photo,cherish,positive,70,2021-03-07
1e773c55-ec7e-47f2-916d-98d0b778a048,food,photo,adore,positive,72,2020-08-19
1e773c55-ec7e-47f2-916d-98d0b778a048,food,photo,love,positive,65,2020-10-06
1e773c55-ec7e-47f2-916d-98d0b778a048,food,photo,interested,positive,30,2021-02-09
1e773c55-ec7e-47f2-916d-98d0b778a048,food,photo,peeking,neutral,35,2020-10-24
1e773c55-ec7e-47f2-916d-98d0b778a048,food,photo,disgust,negative,0,2020-08-07
1e773c55-ec7e-47f2-916d-98d0b778a048,food,photo,heart,positive,60,2020-11-10
1e773c55-ec7e-47f2-916d-98d0b778a048,food,photo,super love,positive,75,2020-09-18
1e773c55-ec7e-47f2-916d-98d0b778a048,food,photo,disgust,negative,0,2020-09-08
1e773c55-ec7e-47f2-916d-98d0b778a048,food,photo,cherish,positive,70,2020-07-19
1e773c55-ec7e-47f2-916d-98d0b778a048,food,photo,want,positive,70,2020-11-29
1e773c55-ec7e-47f2-916d-98d0b778a048,food,photo,adore,positive,72,2021-03-01
1e773c55-ec7e-47f2-916d-98d0b778a048,food,photo,disgust,negative,0,2020-09-18
1e773c55-ec7e-47f2-916d-98d0b778a048,food,photo,scared,negative,15,2021-03-27
1e773c55-ec7e-47f2-916d-98d0b778a048,food,photo,super love,positive,75,2021-02-02
1e773c55-ec7e-47f2-916d-98d0b778a048,food,photo,like,positive,50,2021-02-26
1e773c55-ec7e-47f2-916d-98d0b778a048,food,photo,adore,positive,72,2020-12-10
1e773c55-ec7e-47f2-916d-98d0b778a048,food,photo,like,positive,50,2020-12-08
1e773c55-ec7e-47f2-916d-98d0b778a048,food,photo,indifferent,neutral,20,2021-01-25
1e773c55-ec7e-47f2-916d-98d0b778a048,food,photo,adore,positive,72,2021-04-16
1e773c55-ec7e-47f2-916d-98d0b778a048,food,photo,scared,negative,15,2021-04-10
1e773c55-ec7e-47f2-916d-98d0b778a048,food,photo,super love,positive,75,2020-07-07
1e773c55-ec7e-47f2-916d-98d0b778a048,food,photo,scared,negative,15,2021-03-07
1e773c55-ec7e-47f2-916d-98d0b778a048,food,photo,like,positive,50,2020-11-27
1e773c55-ec7e-47f2-916d-98d0b778a048,food,photo,scared,negative,15,2021-05-26
1e773c55-ec7e-47f2-916d-98d0b778a048,food,photo,hate,negative,5,2021-01-27
1f0ed2b8-8531-416f-b694-a40a63f378a0,animals,photo,indifferent,neutral,20,2020-06-24
1f0ed2b8-8531-416f-b694-a40a63f378a0,animals,photo,scared,negative,15,2021-05-26
1f0ed2b8-8531-416f-b694-a40a63f378a0,animals,photo,heart,positive,60,2020-12-04
1f0ed2b8-8531-416f-b694-a40a63f378a0,animals,photo,love,positive,65,2020-12-26
1f0ed2b8-8531-416f-b694-a40a63f378a0,animals,photo,super love,positive,75,2020-10-04
1f0ed2b8-8531-416f-b694-a40a63f378a0,animals,photo,intrigued,positive,45,2020-09-17
1f0ed2b8-8531-416f-b694-a40a63f378a0,animals,photo,peeking,neutral,35,2020-10-26
1f0ed2b8-8531-416f-b694-a40a63f378a0,animals,photo,love,positive,65,2020-10-18
1f0ed2b8-8531-416f-b694-a40a63f378a0,animals,photo,heart,positive,60,2020-12-13
1f0ed2b8-8531-416f-b694-a40a63f378a0,animals,photo,adore,positive,72,2020-08-16
1f0ed2b8-8531-416f-b694-a40a63f378a0,animals,photo,hate,negative,5,2020-07-23
1f0ed2b8-8531-416f-b694-a40a63f378a0,animals,photo,disgust,negative,0,2020-11-21
1f0ed2b8-8531-416f-b694-a40a63f378a0,animals,photo,intrigued,positive,45,2021-06-04
1f0ed2b8-8531-416f-b694-a40a63f378a0,animals,photo,cherish,positive,70,2020-09-22
1f0ed2b8-8531-416f-b694-a40a63f378a0,animals,photo,dislike,negative,10,2021-04-22
1f0ed2b8-8531-416f-b694-a40a63f378a0,animals,photo,hate,negative,5,2020-08-25
1f0ed2b8-8531-416f-b694-a40a63f378a0,animals,photo,want,positive,70,2020-07-29
1f0ed2b8-8531-416f-b694-a40a63f378a0,animals,photo,scared,negative,15,2021-05-30
1f0ed2b8-8531-416f-b694-a40a63f378a0,animals,photo,like,positive,50,2021-01-15
1f0ed2b8-8531-416f-b694-a40a63f378a0,animals,photo,love,positive,65,2020-12-09
1f0ed2b8-8531-416f-b694-a40a63f378a0,animals,photo,want,positive,70,2020-12-25
1f0ed2b8-8531-416f-b694-a40a63f378a0,animals,photo,scared,negative,15,2021-03-27
1f0ed2b8-8531-416f-b694-a40a63f378a0,animals,photo,worried,negative,12,2021-03-12
1f0ed2b8-8531-416f-b694-a40a63f378a0,animals,photo,cherish,positive,70,2021-03-26
1f0ed2b8-8531-416f-b694-a40a63f378a0,animals,photo,scared,negative,15,2020-10-21
1f0ed2b8-8531-416f-b694-a40a63f378a0,animals,photo,cherish,positive,70,2020-11-05
1f0ed2b8-8531-416f-b694-a40a63f378a0,animals,photo,worried,negative,12,2020-09-26
1f0ed2b8-8531-416f-b694-a40a63f378a0,animals,photo,love,positive,65,2021-03-01
1f0ed2b8-8531-416f-b694-a40a63f378a0,animals,photo,cherish,positive,70,2021-02-28
1f466010-5c87-4b81-be83-5856481231fb,soccer,GIF,heart,positive,60,2021-02-18
1f466010-5c87-4b81-be83-5856481231fb,soccer,GIF,peeking,neutral,35,2021-05-13
1f466010-5c87-4b81-be83-5856481231fb,soccer,GIF,want,positive,70,2020-11-29
1f466010-5c87-4b81-be83-5856481231fb,soccer,GIF,intrigued,positive,45,2021-04-08
1f466010-5c87-4b81-be83-5856481231fb,soccer,GIF,love,positive,65,2021-06-13
1f466010-5c87-4b81-be83-5856481231fb,soccer,GIF,disgust,negative,0,2021-04-17
1f466010-5c87-4b81-be83-5856481231fb,soccer,GIF,heart,positive,60,2021-01-07
1f466010-5c87-4b81-be83-5856481231fb,soccer,GIF,worried,negative,12,2020-10-15
1f466010-5c87-4b81-be83-5856481231fb,soccer,GIF,hate,negative,5,2020-10-13
1f466010-5c87-4b81-be83-5856481231fb,soccer,GIF,want,positive,70,2021-03-03
1f466010-5c87-4b81-be83-5856481231fb,soccer,GIF,peeking,neutral,35,2020-06-18
1f466010-5c87-4b81-be83-5856481231fb,soccer,GIF,want,positive,70,2020-08-31
1f466010-5c87-4b81-be83-5856481231fb,soccer,GIF,heart,positive,60,2020-09-14
1f466010-5c87-4b81-be83-5856481231fb,soccer,GIF,peeking,neutral,35,2021-04-04
1f466010-5c87-4b81-be83-5856481231fb,soccer,GIF,dislike,negative,10,2020-12-10
1f466010-5c87-4b81-be83-5856481231fb,soccer,GIF,hate,negative,5,2021-03-02
1f466010-5c87-4b81-be83-5856481231fb,soccer,GIF,disgust,negative,0,2020-11-18
1f466010-5c87-4b81-be83-5856481231fb,soccer,GIF,want,positive,70,2021-02-15
1f466010-5c87-4b81-be83-5856481231fb,soccer,GIF,cherish,positive,70,2021-01-13
1f466010-5c87-4b81-be83-5856481231fb,soccer,GIF,super love,positive,75,2021-03-07
1f466010-5c87-4b81-be83-5856481231fb,soccer,GIF,hate,negative,5,2020-11-02
1f466010-5c87-4b81-be83-5856481231fb,soccer,GIF,worried,negative,12,2021-02-01
1f466010-5c87-4b81-be83-5856481231fb,soccer,GIF,scared,negative,15,2021-03-07
1f466010-5c87-4b81-be83-5856481231fb,soccer,GIF,want,positive,70,2020-06-28
1f466010-5c87-4b81-be83-5856481231fb,soccer,GIF,super love,positive,75,2021-05-04
1f466010-5c87-4b81-be83-5856481231fb,soccer,GIF,worried,negative,12,2020-09-17
1f466010-5c87-4b81-be83-5856481231fb,soccer,GIF,disgust,negative,0,2020-12-19
1f466010-5c87-4b81-be83-5856481231fb,soccer,GIF,indifferent,neutral,20,2020-11-20
1f466010-5c87-4b81-be83-5856481231fb,soccer,GIF,heart,positive,60,2021-01-05
1f466010-5c87-4b81-be83-5856481231fb,soccer,GIF,interested,positive,30,2021-05-31
1f466010-5c87-4b81-be83-5856481231fb,soccer,GIF,adore,positive,72,2021-01-15
1f466010-5c87-4b81-be83-5856481231fb,soccer,GIF,cherish,positive,70,2021-02-08
1f466010-5c87-4b81-be83-5856481231fb,soccer,GIF,indifferent,neutral,20,2021-04-16
1f466010-5c87-4b81-be83-5856481231fb,soccer,GIF,love,positive,65,2020-10-28
1f466010-5c87-4b81-be83-5856481231fb,soccer,GIF,heart,positive,60,2020-11-29
1f466010-5c87-4b81-be83-5856481231fb,soccer,GIF,hate,negative,5,2020-07-12
1f466010-5c87-4b81-be83-5856481231fb,soccer,GIF,indifferent,neutral,20,2021-04-28
1f466010-5c87-4b81-be83-5856481231fb,soccer,GIF,super love,positive,75,2020-10-26
1f466010-5c87-4b81-be83-5856481231fb,soccer,GIF,hate,negative,5,2020-10-27
1f466010-5c87-4b81-be83-5856481231fb,soccer,GIF,dislike,negative,10,2020-08-12
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,food,GIF,intrigued,positive,45,2020-10-16
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,food,GIF,heart,positive,60,2021-04-13
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,food,GIF,disgust,negative,0,2020-11-05
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,food,GIF,indifferent,neutral,20,2020-10-29
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,food,GIF,heart,positive,60,2021-03-27
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,food,GIF,dislike,negative,10,2020-10-16
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,food,GIF,intrigued,positive,45,2020-06-29
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,food,GIF,super love,positive,75,2020-08-12
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,food,GIF,interested,positive,30,2021-01-11
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,food,GIF,cherish,positive,70,2020-10-19
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,food,GIF,want,positive,70,2020-10-15
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,food,GIF,worried,negative,12,2020-10-07
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,food,GIF,heart,positive,60,2021-04-13
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,food,GIF,want,positive,70,2020-11-15
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,food,GIF,super love,positive,75,2021-02-07
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,food,GIF,scared,negative,15,2020-10-02
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,food,GIF,super love,positive,75,2021-04-20
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,food,GIF,cherish,positive,70,2020-09-05
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,food,GIF,cherish,positive,70,2021-03-14
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,food,GIF,scared,negative,15,2021-05-25
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,food,GIF,worried,negative,12,2021-04-02
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,food,GIF,peeking,neutral,35,2021-02-11
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,food,GIF,cherish,positive,70,2020-06-24
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,food,GIF,like,positive,50,2020-08-07
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,food,GIF,hate,negative,5,2021-06-02
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,food,GIF,want,positive,70,2020-09-18
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,food,GIF,dislike,negative,10,2021-04-11
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,food,GIF,scared,negative,15,2020-08-19
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,food,GIF,like,positive,50,2020-11-10
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,food,GIF,heart,positive,60,2020-07-03
2073855c-fab2-41ee-ad15-d4269b2ac4bd,education,audio,want,positive,70,2021-01-10
2073855c-fab2-41ee-ad15-d4269b2ac4bd,education,audio,adore,positive,72,2021-02-28
2073855c-fab2-41ee-ad15-d4269b2ac4bd,education,audio,want,positive,70,2021-06-13
2073855c-fab2-41ee-ad15-d4269b2ac4bd,education,audio,super love,positive,75,2020-08-15
2073855c-fab2-41ee-ad15-d4269b2ac4bd,education,audio,super love,positive,75,2020-12-15
212b7926-c743-45d9-85f2-63e0e8f85208,dogs,photo,indifferent,neutral,20,2021-04-03
212b7926-c743-45d9-85f2-63e0e8f85208,dogs,photo,like,positive,50,2020-06-27
212b7926-c743-45d9-85f2-63e0e8f85208,dogs,photo,scared,negative,15,2020-08-23
212b7926-c743-45d9-85f2-63e0e8f85208,dogs,photo,want,positive,70,2021-04-13
212b7926-c743-45d9-85f2-63e0e8f85208,dogs,photo,heart,positive,60,2020-08-12
212b7926-c743-45d9-85f2-63e0e8f85208,dogs,photo,super love,positive,75,2020-07-20
212b7926-c743-45d9-85f2-63e0e8f85208,dogs,photo,scared,negative,15,2021-02-16
217f4060-b378-4d79-992f-20502d407f7c,cooking,photo,disgust,negative,0,2021-05-11
217f4060-b378-4d79-992f-20502d407f7c,cooking,photo,indifferent,neutral,20,2020-10-23
217f4060-b378-4d79-992f-20502d407f7c,cooking,photo,cherish,positive,70,2021-03-13
217f4060-b378-4d79-992f-20502d407f7c,cooking,photo,heart,positive,60,2020-09-22
217f4060-b378-4d79-992f-20502d407f7c,cooking,photo,super love,positive,75,2020-12-08
217f4060-b378-4d79-992f-20502d407f7c,cooking,photo,peeking,neutral,35,2020-07-14
217f4060-b378-4d79-992f-20502d407f7c,cooking,photo,worried,negative,12,2020-10-18
217f4060-b378-4d79-992f-20502d407f7c,cooking,photo,peeking,neutral,35,2021-01-13
217f4060-b378-4d79-992f-20502d407f7c,cooking,photo,interested,positive,30,2020-09-28
217f4060-b378-4d79-992f-20502d407f7c,cooking,photo,super love,positive,75,2021-03-31
217f4060-b378-4d79-992f-20502d407f7c,cooking,photo,interested,positive,30,2020-09-02
217f4060-b378-4d79-992f-20502d407f7c,cooking,photo,interested,positive,30,2021-04-17
217f4060-b378-4d79-992f-20502d407f7c,cooking,photo,love,positive,65,2021-04-26
217f4060-b378-4d79-992f-20502d407f7c,cooking,photo,disgust,negative,0,2021-01-14
217f4060-b378-4d79-992f-20502d407f7c,cooking,photo,peeking,neutral,35,2020-11-14
217f4060-b378-4d79-992f-20502d407f7c,cooking,photo,worried,negative,12,2020-08-05
217f4060-b378-4d79-992f-20502d407f7c,cooking,photo,super love,positive,75,2021-02-26
217f4060-b378-4d79-992f-20502d407f7c,cooking,photo,like,positive,50,2021-06-12
217f4060-b378-4d79-992f-20502d407f7c,cooking,photo,peeking,neutral,35,2020-11-09
217f4060-b378-4d79-992f-20502d407f7c,cooking,photo,adore,positive,72,2020-11-16
217f4060-b378-4d79-992f-20502d407f7c,cooking,photo,peeking,neutral,35,2021-01-01
217f4060-b378-4d79-992f-20502d407f7c,cooking,photo,heart,positive,60,2021-02-25
217f4060-b378-4d79-992f-20502d407f7c,cooking,photo,adore,positive,72,2021-03-07
217f4060-b378-4d79-992f-20502d407f7c,cooking,photo,love,positive,65,2020-07-17
217f4060-b378-4d79-992f-20502d407f7c,cooking,photo,interested,positive,30,2021-03-23
217f4060-b378-4d79-992f-20502d407f7c,cooking,photo,super love,positive,75,2020-11-07
217f4060-b378-4d79-992f-20502d407f7c,cooking,photo,like,positive,50,2021-01-31
217f4060-b378-4d79-992f-20502d407f7c,cooking,photo,heart,positive,60,2020-07-10
217f4060-b378-4d79-992f-20502d407f7c,cooking,photo,love,positive,65,2020-10-31
217f4060-b378-4d79-992f-20502d407f7c,cooking,photo,intrigued,positive,45,2020-09-17
218838d8-52f4-4608-a1ba-d8988cc3d029,food,video,want,positive,70,2020-09-30
218838d8-52f4-4608-a1ba-d8988cc3d029,food,video,interested,positive,30,2020-11-17
218838d8-52f4-4608-a1ba-d8988cc3d029,food,video,intrigued,positive,45,2020-08-31
218838d8-52f4-4608-a1ba-d8988cc3d029,food,video,love,positive,65,2020-09-13
218838d8-52f4-4608-a1ba-d8988cc3d029,food,video,adore,positive,72,2020-09-24
218838d8-52f4-4608-a1ba-d8988cc3d029,food,video,interested,positive,30,2021-04-12
218838d8-52f4-4608-a1ba-d8988cc3d029,food,video,scared,negative,15,2021-03-07
218838d8-52f4-4608-a1ba-d8988cc3d029,food,video,scared,negative,15,2020-11-27
218838d8-52f4-4608-a1ba-d8988cc3d029,food,video,dislike,negative,10,2021-02-07
218838d8-52f4-4608-a1ba-d8988cc3d029,food,video,heart,positive,60,2021-03-16
218838d8-52f4-4608-a1ba-d8988cc3d029,food,video,scared,negative,15,2020-07-29
218838d8-52f4-4608-a1ba-d8988cc3d029,food,video,indifferent,neutral,20,2021-05-17
218838d8-52f4-4608-a1ba-d8988cc3d029,food,video,interested,positive,30,2021-03-19
218838d8-52f4-4608-a1ba-d8988cc3d029,food,video,want,positive,70,2020-10-04
218838d8-52f4-4608-a1ba-d8988cc3d029,food,video,cherish,positive,70,2020-10-03
218838d8-52f4-4608-a1ba-d8988cc3d029,food,video,dislike,negative,10,2021-06-04
218838d8-52f4-4608-a1ba-d8988cc3d029,food,video,dislike,negative,10,2021-05-23
218838d8-52f4-4608-a1ba-d8988cc3d029,food,video,cherish,positive,70,2020-10-24
218838d8-52f4-4608-a1ba-d8988cc3d029,food,video,disgust,negative,0,2021-05-01
218838d8-52f4-4608-a1ba-d8988cc3d029,food,video,intrigued,positive,45,2020-09-18
218838d8-52f4-4608-a1ba-d8988cc3d029,food,video,peeking,neutral,35,2021-01-17
218838d8-52f4-4608-a1ba-d8988cc3d029,food,video,indifferent,neutral,20,2020-09-25
218838d8-52f4-4608-a1ba-d8988cc3d029,food,video,heart,positive,60,2020-09-14
218838d8-52f4-4608-a1ba-d8988cc3d029,food,video,disgust,negative,0,2020-08-20
218838d8-52f4-4608-a1ba-d8988cc3d029,food,video,indifferent,neutral,20,2021-01-10
218838d8-52f4-4608-a1ba-d8988cc3d029,food,video,love,positive,65,2020-08-20
218838d8-52f4-4608-a1ba-d8988cc3d029,food,video,peeking,neutral,35,2021-05-28
218838d8-52f4-4608-a1ba-d8988cc3d029,food,video,scared,negative,15,2020-10-31
218838d8-52f4-4608-a1ba-d8988cc3d029,food,video,dislike,negative,10,2021-05-19
218838d8-52f4-4608-a1ba-d8988cc3d029,food,video,heart,positive,60,2021-04-17
218838d8-52f4-4608-a1ba-d8988cc3d029,food,video,cherish,positive,70,2020-11-15
218838d8-52f4-4608-a1ba-d8988cc3d029,food,video,peeking,neutral,35,2021-04-15
21bc3be6-6bd1-4926-8bee-c4585873851b,soccer,video,love,positive,65,2020-12-04
21bc3be6-6bd1-4926-8bee-c4585873851b,soccer,video,dislike,negative,10,2021-04-11
21bc3be6-6bd1-4926-8bee-c4585873851b,soccer,video,disgust,negative,0,2020-10-10
21bc3be6-6bd1-4926-8bee-c4585873851b,soccer,video,super love,positive,75,2020-10-05
21bc3be6-6bd1-4926-8bee-c4585873851b,soccer,video,disgust,negative,0,2020-12-24
21bc3be6-6bd1-4926-8bee-c4585873851b,soccer,video,super love,positive,75,2021-03-17
21bc3be6-6bd1-4926-8bee-c4585873851b,soccer,video,indifferent,neutral,20,2021-06-14
21bc3be6-6bd1-4926-8bee-c4585873851b,soccer,video,peeking,neutral,35,2021-01-03
21bc3be6-6bd1-4926-8bee-c4585873851b,soccer,video,heart,positive,60,2020-08-10
21bc3be6-6bd1-4926-8bee-c4585873851b,soccer,video,interested,positive,30,2021-05-24
21bc3be6-6bd1-4926-8bee-c4585873851b,soccer,video,scared,negative,15,2020-08-03
21bc3be6-6bd1-4926-8bee-c4585873851b,soccer,video,like,positive,50,2021-03-25
21bc3be6-6bd1-4926-8bee-c4585873851b,soccer,video,worried,negative,12,2021-01-19
21bc3be6-6bd1-4926-8bee-c4585873851b,soccer,video,disgust,negative,0,2021-02-18
21bc3be6-6bd1-4926-8bee-c4585873851b,soccer,video,scared,negative,15,2020-09-21
21bc3be6-6bd1-4926-8bee-c4585873851b,soccer,video,indifferent,neutral,20,2021-03-05
21bc3be6-6bd1-4926-8bee-c4585873851b,soccer,video,peeking,neutral,35,2020-08-14
21bc3be6-6bd1-4926-8bee-c4585873851b,soccer,video,want,positive,70,2021-03-25
21bc3be6-6bd1-4926-8bee-c4585873851b,soccer,video,adore,positive,72,2021-06-08
21bc3be6-6bd1-4926-8bee-c4585873851b,soccer,video,cherish,positive,70,2021-04-01
21bc3be6-6bd1-4926-8bee-c4585873851b,soccer,video,scared,negative,15,2020-07-19
21bc3be6-6bd1-4926-8bee-c4585873851b,soccer,video,cherish,positive,70,2021-01-06
21bc3be6-6bd1-4926-8bee-c4585873851b,soccer,video,hate,negative,5,2020-08-21
21bc3be6-6bd1-4926-8bee-c4585873851b,soccer,video,peeking,neutral,35,2021-02-05
21bc3be6-6bd1-4926-8bee-c4585873851b,soccer,video,peeking,neutral,35,2021-01-14
21bc3be6-6bd1-4926-8bee-c4585873851b,soccer,video,indifferent,neutral,20,2021-03-08
21bc3be6-6bd1-4926-8bee-c4585873851b,soccer,video,want,positive,70,2020-07-02
21bc3be6-6bd1-4926-8bee-c4585873851b,soccer,video,dislike,negative,10,2020-07-10
21bc3be6-6bd1-4926-8bee-c4585873851b,soccer,video,scared,negative,15,2021-05-24
21bc3be6-6bd1-4926-8bee-c4585873851b,soccer,video,want,positive,70,2020-12-01
21bc3be6-6bd1-4926-8bee-c4585873851b,soccer,video,heart,positive,60,2020-08-23
21bc3be6-6bd1-4926-8bee-c4585873851b,soccer,video,worried,negative,12,2020-12-25
21bc3be6-6bd1-4926-8bee-c4585873851b,soccer,video,want,positive,70,2020-12-07
21bc3be6-6bd1-4926-8bee-c4585873851b,soccer,video,indifferent,neutral,20,2021-03-06
21bc3be6-6bd1-4926-8bee-c4585873851b,soccer,video,worried,negative,12,2020-11-14
21bc3be6-6bd1-4926-8bee-c4585873851b,soccer,video,intrigued,positive,45,2021-05-05
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,animals,photo,indifferent,neutral,20,2021-05-28
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,animals,photo,like,positive,50,2020-07-24
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,animals,photo,scared,negative,15,2021-03-26
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,animals,photo,cherish,positive,70,2021-06-13
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,animals,photo,want,positive,70,2020-12-31
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,animals,photo,adore,positive,72,2021-04-17
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,animals,photo,peeking,neutral,35,2021-03-04
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,animals,photo,want,positive,70,2021-02-03
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,animals,photo,love,positive,65,2020-11-11
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,animals,photo,peeking,neutral,35,2021-05-31
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,animals,photo,dislike,negative,10,2021-01-10
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,animals,photo,dislike,negative,10,2020-11-22
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,animals,photo,heart,positive,60,2021-05-11
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,animals,photo,want,positive,70,2021-05-27
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,animals,photo,cherish,positive,70,2021-06-15
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,animals,photo,heart,positive,60,2021-06-13
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,animals,photo,want,positive,70,2021-01-31
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,animals,photo,worried,negative,12,2020-08-19
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,animals,photo,intrigued,positive,45,2020-07-13
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,animals,photo,heart,positive,60,2021-02-27
21dfb75d-9d98-4627-b074-f4372025d23f,culture,GIF,want,positive,70,2020-08-15
21dfb75d-9d98-4627-b074-f4372025d23f,culture,GIF,hate,negative,5,2021-02-11
21dfb75d-9d98-4627-b074-f4372025d23f,culture,GIF,disgust,negative,0,2020-10-07
21dfb75d-9d98-4627-b074-f4372025d23f,culture,GIF,worried,negative,12,2021-05-21
21dfb75d-9d98-4627-b074-f4372025d23f,culture,GIF,worried,negative,12,2020-09-20
21dfb75d-9d98-4627-b074-f4372025d23f,culture,GIF,super love,positive,75,2021-02-26
21dfb75d-9d98-4627-b074-f4372025d23f,culture,GIF,hate,negative,5,2020-12-15
21dfb75d-9d98-4627-b074-f4372025d23f,culture,GIF,indifferent,neutral,20,2020-08-05
21dfb75d-9d98-4627-b074-f4372025d23f,culture,GIF,peeking,neutral,35,2021-03-31
21dfb75d-9d98-4627-b074-f4372025d23f,culture,GIF,heart,positive,60,2021-05-20
21dfb75d-9d98-4627-b074-f4372025d23f,culture,GIF,love,positive,65,2021-05-07
21dfb75d-9d98-4627-b074-f4372025d23f,culture,GIF,worried,negative,12,2021-01-31
21dfb75d-9d98-4627-b074-f4372025d23f,culture,GIF,dislike,negative,10,2020-06-20
21dfb75d-9d98-4627-b074-f4372025d23f,culture,GIF,like,positive,50,2020-09-11
21dfb75d-9d98-4627-b074-f4372025d23f,culture,GIF,indifferent,neutral,20,2021-04-07
21dfb75d-9d98-4627-b074-f4372025d23f,culture,GIF,interested,positive,30,2021-04-15
21dfb75d-9d98-4627-b074-f4372025d23f,culture,GIF,interested,positive,30,2021-01-19
